id,store_name,store_name_gn,store_name_tb,store_name_hp,store_name_retty,store_name_demaekan,store_name_uber,store_name_google,phone_number,area_id
788,"全170種食べ飲み放題 個室 和食×ビストロ 園蔵 大宮店",,"全170種食べ飲み放題 個室 和食×ビストロ 園蔵 大宮店",,,,,,050-2018-8003,5
789,"個室焼肉酒場 食肉センター 肉道場 大宮本店",,"個室焼肉酒場 食肉センター 肉道場 大宮本店",,,,,"個室焼肉酒場 食肉センター 肉道場 大宮本店",03-5761-5214,5
790,"やきとりの扇屋 武蔵浦和店",,"やきとりの扇屋 武蔵浦和店",,,,,,048-862-3305,5
791,"北海道バル TOKAPU 大宮店",,"北海道バル TOKAPU 大宮店",,,,,,080-7420-2902,5
792,"やきとりの扇屋 東浦和店",,"やきとりの扇屋 東浦和店",,,,,,048-712-5063,5
793,"料亭 大宮 一の家",,"料亭 大宮 一の家",,,,,,048-644-0165,5
794,"KICHIRI 大宮WEST",,"KICHIRI 大宮WEST",,,,,,048-650-8008,5
795,"土間土間 大宮東口店",,"土間土間 大宮東口店",,,,,,048-640-5552,5
796,"テラスダイニング ミケーラ",,"テラスダイニング ミケーラ",,,,,,048-827-1160,5
797,"やきとりの扇屋 浦和美園店",,"やきとりの扇屋 浦和美園店",,,,,,048-826-6764,5
798,"焼肉山河 北浦和店",,"焼肉山河 北浦和店",,,,,,048-885-9980,5
799,"パステルイタリアーナ 南浦和店",,"パステルイタリアーナ 南浦和店",,,,,,048-865-5232,5
800,"四十八漁場 大宮西口店",,"四十八漁場 大宮西口店",,,,,"四十八漁場 大宮西口店",048-640-7733,5
801,"焼肉 セナラ 大宮店",,"焼肉 セナラ 大宮店",,,,,,048-647-1129,5
802,"ラ トマテリア",,"ラ トマテリア",,,,,,048-778-7950,5
803,"煉 大宮店",,"煉 大宮店",,,,,,048-650-3075,5
804,"順順餃子酒場 大宮駅前店",,"順順餃子酒場 大宮駅前店",,,,,,03-4446-9635,5
805,"和食個室居酒屋 だいもん",,"和食個室居酒屋 だいもん",,,,,,048-788-1220,5
806,"秋ヶ瀬庵",,"秋ヶ瀬庵",,,,,,048-600-5514,5
807,"九州地鶏×完全個室 地鶏匠 大宮店",,"九州地鶏×完全個室 地鶏匠 大宮店",,,,,,03-4446-9649,5
808,REGO,,REGO,,,,,,048-795-8107,5
809,"竹庭TOMORI 大宮店",,"竹庭TOMORI 大宮店",,,,,"竹庭 TOMORI 大宮店",048-658-5333,5
810,"創作酒庵 彩蔵",,"創作酒庵 彩蔵",,,,,"創作酒庵 彩蔵 南浦和店",048-882-2888,5
811,"HIKAWA YAMASHOU",,"HIKAWA YAMASHOU",,,,,,048-782-8705,5
812,"1秒卓上ハイボールともつ焼き けむり 浦和本店",,"1秒卓上ハイボールともつ焼き けむり 浦和本店",,,,,"けむり浦和本店",048-711-8967,5
813,"個室居酒屋 権助 大宮店",,"個室居酒屋 権助 大宮店",,,,,"権助 大宮店",048-778-9791,5
814,"餃子酒場永順",,"餃子酒場永順",,,,,,03-4446-9632,5
815,"大宮 鉄板焼き 神戸牛 Sublime",,"大宮 鉄板焼き 神戸牛 Sublime",,,,,,048-780-2837,5
816,"大宮 肉寿司",,"大宮 肉寿司",,,,,,048-856-9651,5
817,"大宮 寿司 六花",,"大宮 寿司 六花",,,,,,048-788-4343,5
818,"みや田",,"みや田",,,,,,048-779-8640,5
819,"一僖 大宮店",,"一僖 大宮店",,,,,,048-779-8704,5
820,"バル ポルティージョ デ サルイアモール",,"バル ポルティージョ デ サルイアモール",,,,,,03-6455-2536,6
821,"焼肉ホルモン マーク松岡",,"焼肉ホルモン マーク松岡",,,,,,03-6303-2889,6
822,Couche,,Couche,,,,,,03-5734-1366,6
823,"なゝ樹 中目黒店",,"なゝ樹 中目黒店",,,,,"鶏焼き なゝ樹 中目黒",03-3712-7700,6
824,"庵GuRi 中目黒",,"庵GuRi 中目黒",,,,,"庵GuRi中目黒",03-3792-3792,6
825,"代官山 炭火焼肉 猿楽",,"代官山 炭火焼肉 猿楽",,,,,,03-6455-1159,6
826,"かぶきんとん 恵比寿",,"かぶきんとん 恵比寿",,,,,,03-6427-8858,6
827,"観音坂 鳥幸",,"観音坂 鳥幸",,,,,,03-6412-8248,6
828,"焼鳥和食 鳥屋 寿 中目黒",,"焼鳥和食 鳥屋 寿 中目黒",,,,,,03-6451-0527,6
829,"鶏亭 SaCURA",,"鶏亭 SaCURA",,,,,"鶏亭SaCURAサクラ",03-5708-5437,6
830,"小割烹おはし ゑびすりびんぐ",,"小割烹おはし ゑびすりびんぐ",,,,,,03-5794-8770,6
831,"ダンヴィーヴァ",,"ダンヴィーヴァ",,,,,,03-5722-1237,6
832,"兜 中目黒 別邸",,"兜 中目黒 別邸",,,,,,03-3712-2900,6
833,"炭火焼肉・韓国料理 KollaBo 中目黒店",,"炭火焼肉・韓国料理 KollaBo 中目黒店",,,,,,03-6452-3355,6
834,"バル アグラード",,"バル アグラード",,,,,,03-6659-7223,6
835,"中目黒 牡蠣入レ時",,"中目黒 牡蠣入レ時",,,,,,050-5591-0421,6
836,"うしごろバンビーナ・カルボーネ 中目黒店",,"うしごろバンビーナ・カルボーネ 中目黒店",,,,,,03-6412-8929,6
837,"イル ジェンティーレ",,"イル ジェンティーレ",,,,,,03-6451-0808,6
838,"ももたろう 中目黒店",,"ももたろう 中目黒店",,,,,"炭火焼鳥 ももたろう 中目黒店",03-6303-2288,6
839,COTEAU.,,COTEAU.,,,,,,03-5784-1670,6
840,"炭火焼 MARU",,"炭火焼 MARU",,,,,MARU,03-6451-2592,6
841,"Moreish 中目黒店",,"Moreish 中目黒店",,,,,,03-6712-2729,6
842,"ラブレー",,"ラブレー",,,,,,03-3780-3090,6
843,"焼鳥スエヒロガリ",,"焼鳥スエヒロガリ",,,,,,050-5591-0412,6
844,"HEAVENLY Island Lifestyle 代官山",,"HEAVENLY Island Lifestyle 代官山",,,,,,03-6416-9385,6
845,"中目黒肉流通センター",,"中目黒肉流通センター",,,,,"中目黒肉流通センター",03-6303-0201,6
846,"マディソン ニューヨーク キッチン",,"マディソン ニューヨーク キッチン",,,,,,03-3710-8551,6
847,"ハヌリ 中目黒",,"ハヌリ 中目黒",,,,,"ハヌリ 中目黒店",03-6712-2808,6
848,"あぶり 清水 中目黒店",,"あぶり 清水 中目黒店",,,,,"あぶり清水 中目黒店",03-6452-2996,6
849,"京家　KARASUMA",,"京家　KARASUMA",,,,,,03-6416-1007,6
850,"えびす海岸 りん",,"えびす海岸 りん",,,,,,03-3710-0778,6
851,"ラ・ルーナ・ロッサ",,"ラ・ルーナ・ロッサ",,,,,,03-3793-4310,6
852,"居酒屋 三盃",,"居酒屋 三盃",,,,,"三盃",03-6451-2330,6
853,"つなぎや 中目黒",,"つなぎや 中目黒",,,,,"つなぎや",03-6315-0770,6
854,"肉酒場 肉馬る 柏店",,"肉酒場 肉馬る 柏店",,,,,,03-4446-9606,7
855,"日本料理 風の音",,"日本料理 風の音",,,,,,04-7186-7187,7
856,"こだわり鮮魚と炭焼地鶏 炉",,"こだわり鮮魚と炭焼地鶏 炉",,,,,,04-7113-1747,7
857,"全席個室 びすとろ家 柏店",,"全席個室 びすとろ家 柏店",,,,,,04-7160-2266,7
858,"黒毛和牛 肉寿司 焼き鳥×完全個室 和食の故郷 柏本店",,"黒毛和牛 肉寿司 焼き鳥×完全個室 和食の故郷 柏本店",,,,,,04-7192-7710,7
859,"大衆酒場 あさひ通りのさかなのとも",,"大衆酒場 あさひ通りのさかなのとも",,,,,,04-7170-4678,7
860,"ガッチキ",,"ガッチキ",,,,,,04-7164-8183,7
861,"金沢炉端 魚界人 柏駅前店",,"金沢炉端 魚界人 柏駅前店",,,,,,047-170-0990,7
862,"七輪焼肉 安安 柏店",,"七輪焼肉 安安 柏店",,,,,,04-7146-9888,7
863,"エビストロEBIZO 柏店",,"エビストロEBIZO 柏店",,,,,,04-7161-5751,7
864,"居酒屋 肉野菜巻き串 ばらかもん 柏店",,"居酒屋 肉野菜巻き串 ばらかもん 柏店",,,,,,04-7197-7111,7
865,"丸吉酒場 柏店",,"丸吉酒場 柏店",,,,,,03-4446-9623,7
866,"うに屋",,"うに屋",,,,,,04-7138-5580,7
867,"炭火焼き鳥 キッチン ひよこ イースト",,"炭火焼き鳥 キッチン ひよこ イースト",,,,,,047-128-5510,7
868,"大阪焼肉・ホルモン ふたご 柏店",,"大阪焼肉・ホルモン ふたご 柏店",,,,,,047-197-2573,7
869,"イタリアンダイニングDONA 柏店",,"イタリアンダイニングDONA 柏店",,,,,,047-167-9522,7
870,"肉バル＆ビアホール MeatBeer 柏店",,"肉バル＆ビアホール MeatBeer 柏店",,,,,,050-5305-3772,7
871,"Mare@ 柏本店",,"Mare@ 柏本店",,,,,,04-7167-1170,7
872,"bottega 柏店",,"bottega 柏店",,,,,,04-7140-1051,7
873,"ピーカーブー",,"ピーカーブー",,,,,,04-7164-5995,7
874,"World Beer Kitchen GLOBAR",,"World Beer Kitchen GLOBAR",,,,,,04-7136-7958,7
875,"ブッシュウッド",,"ブッシュウッド",,,,,,04-7192-8884,7
876,"焼肉せんりゅう 柏の葉店",,"焼肉せんりゅう 柏の葉店",,,,,,04-7131-8929,7
877,"トサカモミジ 柏店",,"トサカモミジ 柏店",,,,,,04-7162-6664,7
878,"ブーフーウー",,"ブーフーウー",,,,,,04-7163-1243,7
879,"全席個室 楽蔵 柏店",,"全席個室 楽蔵 柏店",,,,,,04-7165-0977,7
880,"シュラスコレストラン ビア&バイキング ALEGRIA kashiwa",,"シュラスコレストラン ビア&バイキング ALEGRIA kashiwa",,,,,,04-7197-4290,7
881,"大田原 牛超 柏店",,"大田原 牛超 柏店",,,,,,04-7148-2028,7
882,"地鶏食べ放題 個室居酒屋 とりどり 柏",,"地鶏食べ放題 個室居酒屋 とりどり 柏",,,,,,050-5305-3792,7
883,"ホテルオークラ　タバーン　柏",,"ホテルオークラ　タバーン　柏",,,,,,04-7148-2416,7
884,"吉里",,"吉里",,,,,,04-7128-5642,7
885,"赤坂 ふきぬき 柏高島屋ステーションモール店",,"赤坂 ふきぬき 柏高島屋ステーションモール店",,,,,,04-7148-2070,7
886,"魚沼の恵をあなたへ 八海山バル 柏本店",,"魚沼の恵をあなたへ 八海山バル 柏本店",,,,,,047-128-5154,7
887,"ISSA 柏店",,"ISSA 柏店",,,,,,047-197-2914,7
888,"こだわりもん 一家 柏店",,"こだわりもん 一家 柏店",,,,,,04-7141-5505,7
889,"KICHIRI 柏",,"KICHIRI 柏",,,,,,050-2018-1715,7
890,"美味辛厨房 まるから 柏店",,"美味辛厨房 まるから 柏店",,,,,,04-7197-7831,7
891,"ティグリ",,"ティグリ",,,,,,04-7170-2333,7
892,"織姫",,"織姫",,,,,,04-7137-7751,7
893,"キュイジーヌ フランセーズ シラノ",,"キュイジーヌ フランセーズ シラノ",,,,,,04-7138-5335,7
894,"かに福 柏店",,"かに福 柏店",,,,,,04-7128-5643,7
895,"焼肉トラジ セブンパークアリオ柏店",,"焼肉トラジ セブンパークアリオ柏店",,,,,,04-7192-4129,7
896,"Point 柏店",,"Point 柏店",,,,,,04-7167-2844,7
897,"串あげ処 しの",,"串あげ処 しの",,,,,,04-7169-9494,7
898,"和彩Dining 風",,"和彩Dining 風",,,,,,04-7167-2167,7
899,"たつみ",,"たつみ",,,,,,04-7162-5528,7
900,"SALVATORE CUOMO & BAR 柏",,"SALVATORE CUOMO & BAR 柏",,,,,,04-7163-8465,7
901,"魚の蔵",,"魚の蔵",,,,,,04-7199-9900,7
902,"くすお 柏店",,"くすお 柏店",,,,,,04-7157-1351,7
903,"横浜家系 薫風家",,"横浜家系 薫風家",,,,,,04-7136-2800,7
904,"鮒忠 南柏店",,"鮒忠 南柏店",,,,,,04-7145-7578,7
905,"やさい巻き串屋 よへどん",,"やさい巻き串屋 よへどん",,,,,,047-168-0003,7
906,"志じま",,"志じま",,,,,,04-7138-6816,7
907,"麺屋 音 柏店",,"麺屋 音 柏店",,,,,,04-7147-3622,7
908,"温野菜GOZEN ららぽーと柏の葉店",,"温野菜GOZEN ららぽーと柏の葉店",,,,,,047-168-1925,7
909,"牛角 柏青葉台店",,"牛角 柏青葉台店",,,,,,04-7170-5929,7
910,"地鶏と完全個室 辻久 柏本店",,"地鶏と完全個室 辻久 柏本店",,,,,,047-128-6084,7
911,"こってり豚骨 麺屋信長",,"こってり豚骨 麺屋信長",,,,,,04-7161-9621,7
912,"発酵料理 麹蔵極",,"発酵料理 麹蔵極",,,,,,047-157-2932,7
913,"天ぷらめし 天之助",,"天ぷらめし 天之助",,,,,,04-7128-4147,7
914,"とん八",,"とん八",,,,,,04-7141-0718,7
915,"ひがしやま",,"ひがしやま",,,,,,04-7143-4225,7
916,"トラットリア キッコ",,"トラットリア キッコ",,,,,,04-7197-3090,7
917,"ホルモン焼肉 肉の大山",,"ホルモン焼肉 肉の大山",,,,,,04-7170-0766,7
918,"やきとり家すみれ 柏東口",,"やきとり家すみれ 柏東口",,,,,,04-7128-9653,7
919,"Il Giglio",,"Il Giglio",,,,,,04-7166-5012,7
920,GRANDIR,,GRANDIR,,,,,,04-7157-1456,7
921,"か志わ熟成鶏十八番",,"か志わ熟成鶏十八番",,,,,,050-3503-0269,7
922,"餃子のとりいちず酒場 柏西口店",,"餃子のとりいちず酒場 柏西口店",,,,,,04-7189-8125,7
923,"麒麟亭",,"麒麟亭",,,,,,04-7186-6710,7
924,"芝浦食肉 柏店",,"芝浦食肉 柏店",,,,,,04-7168-2281,7
925,"アイビー ダイナー",,"アイビー ダイナー",,,,,,04-7197-7237,7
926,"ポジャンマチャ 柏店",,"ポジャンマチャ 柏店",,,,,,047-196-6370,7
927,"さかなの秀彩 柏店",,"さかなの秀彩 柏店",,,,,,04-7113-6052,7
928,"炭火串焼びんすけ 南柏店",,"炭火串焼びんすけ 南柏店",,,,,,04-7147-1470,7
929,"京○ 柏店",,"京○ 柏店",,,,,,04-7142-3366,7
930,"SAKE BAR サカナノトモ",,"SAKE BAR サカナノトモ",,,,,,04-7157-1354,7
931,"鳥元 柏店",,"鳥元 柏店",,,,,,04-7163-3233,7
932,"目利きの銀次 柏東口駅前店",,"目利きの銀次 柏東口駅前店",,,,,,04-7162-2688,7
933,"大衆ジンギスカン酒場 ラムちゃん　柏店",,"大衆ジンギスカン酒場 ラムちゃん　柏店",,,,,,04-7190-5435,7
934,"山内農場 柏の葉キャンパス東口駅前店",,"山内農場 柏の葉キャンパス東口駅前店",,,,,,04-7133-8088,7
935,"天ぷら新宿つな八 柏店",,"天ぷら新宿つな八 柏店",,,,,,04-7148-2179,7
936,"大衆炉ばた酒場 くじらや 柏店",,"大衆炉ばた酒場 くじらや 柏店",,,,,,047-192-7080,7
937,"THE MEAT DUTCH",,"THE MEAT DUTCH",,,,,,04-7197-7142,7
938,"魚浜 柏",,"魚浜 柏",,,,,,04-7128-8011,7
939,"スパニッシュイタリアン Azzurro520 柏店",,"スパニッシュイタリアン Azzurro520 柏店",,,,,,04-7193-8300,7
940,"海鮮大衆居酒屋 ちょうちん 南柏総本店",,"海鮮大衆居酒屋 ちょうちん 南柏総本店",,,,,,047-143-1025,7
941,"ガブ飲み処 鬼ぞりゴリラ 柏店",,"ガブ飲み処 鬼ぞりゴリラ 柏店",,,,,,04-7166-1239,7
942,"ビストロ ガヴロッシュ",,"ビストロ ガヴロッシュ",,,,,,04-7193-8638,7
943,"BAR SHARK",,"BAR SHARK",,,,,,04-7179-5414,7
944,"串焼き　まなか",,"串焼き　まなか",,,,,,04-7167-5228,7
945,"INDIAN NEPALI RESTAURANT&BAR LALIGURASH",,"INDIAN NEPALI RESTAURANT&BAR LALIGURASH",,,,,,047-161-2767,7
946,"焼肉 ARATA",,"焼肉 ARATA",,,,,,04-7136-2929,7
947,"めし家",,"めし家",,,,,,04-7135-5107,7
948,"くるまやラーメン 柏大津ヶ丘店",,"くるまやラーメン 柏大津ヶ丘店",,,,,,04-7193-1183,7
949,"マクドナルド イオンモール柏店",,"マクドナルド イオンモール柏店",,,,,,04-7143-5801,7
950,"くしだ",,"くしだ",,,,,,04-7143-4805,7
951,"日高屋 柏東口中央町店",,"日高屋 柏東口中央町店",,,,,,04-7164-5011,7
952,"知味斎",,"知味斎",,,,,,04-7179-5009,7
953,"zoe's 台所",,"zoe's 台所",,,,,,04-7197-5568,7
954,"ビッグボーイ 柏増尾台店",,"ビッグボーイ 柏増尾台店",,,,,,04-7170-3061,7
955,"ガスト 柏店",,"ガスト 柏店",,,,,,04-7168-5453,7
956,"魚久商店",,"魚久商店",,,,,,047-199-9878,7
957,"市々ラーメン 柏駅西口店",,"市々ラーメン 柏駅西口店",,,,,,04-7146-0341,7
958,"中華 一番",,"中華 一番",,,,,,04-7115-3569,7
959,"けや木",,"けや木",,,,,,090-1762-5566,7
960,"カリーム",,"カリーム",,,,,,04-7172-9161,7
961,"柳屋",,"柳屋",,,,,,04-7145-0867,7
962,"無心庵",,"無心庵",,,,,,04-7173-7387,7
963,"魚問屋　魚一商店 南柏総本山",,"魚問屋　魚一商店 南柏総本山",,,,,,04-7144-7041,7
964,"らーめん 一",,"らーめん 一",,,,,,04-7142-0025,7
965,"居酒屋丸一",,"居酒屋丸一",,,,,,04-7144-8802,7
966,"大島",,"大島",,,,,,04-7164-9890,7
967,"珍来 柏日立台店",,"珍来 柏日立台店",,,,,,04-7168-5030,7
968,"ふうふう亭 柏東口店",,"ふうふう亭 柏東口店",,,,,,04-7163-2916,7
969,"塩梅",,"塩梅",,,,,,0471-46-2244,7
970,"はな膳 高田店",,"はな膳 高田店",,,,,,04-7140-0118,7
971,"いろり庵きらく 柏3･4番線ホーム店",,"いろり庵きらく 柏3･4番線ホーム店",,,,,,047-164-6345,7
972,"ニューデリ",,"ニューデリ",,,,,,04-7131-3887,7
973,"コンパル 柏東口店",,"コンパル 柏東口店",,,,,,04-7167-3038,7
974,"オレンジポップス",,"オレンジポップス",,,,,,04-7193-2551,7
975,"MoMo 柏店",,"MoMo 柏店",,,,,,04-7164-9711,7
976,"築地玉寿司 柏高島屋店",,"築地玉寿司 柏高島屋店",,,,,,04-7148-2171,7
977,"ぎょうざやさん",,"ぎょうざやさん",,,,,,04-7163-8077,7
978,"焼肉酒場ともさんかく 本店",,"焼肉酒場ともさんかく 本店",,,,,,04-7163-3663,7
979,"グラマシーニューヨーク 柏高島屋店",,"グラマシーニューヨーク 柏高島屋店",,,,,,04-7189-8081,7
980,"二八そば 晃市",,"二八そば 晃市",,,,,,04-7131-3635,7
981,"なごみの米屋 柏大山台店",,"なごみの米屋 柏大山台店",,,,,,04-7135-7531,7
982,"スターバックス・コーヒー 柏マルイ店",,"スターバックス・コーヒー 柏マルイ店",,,,,,0471-67-3508,7
983,"半左衛門",,"半左衛門",,,,,,04-7133-3233,7
984,"デリフランス 柏店",,"デリフランス 柏店",,,,,,04-7141-0028,7
985,"あさひ町スタンド",,"あさひ町スタンド",,,,,,04-7144-5777,7
986,"名代 富士そば 柏店",,"名代 富士そば 柏店",,,,,,"",7
987,"ジョナサン 柏駅前店",,"ジョナサン 柏駅前店",,,,,,04-7160-1022,7
988,"本格石窯パン工房ミルポンド 増尾店",,"本格石窯パン工房ミルポンド 増尾店",,,,,,04-7175-1816,7
989,"天外天刀削麺",,"天外天刀削麺",,,,,,047-143-0234,7
990,"味遊",,"味遊",,,,,,04-7160-0370,7
991,"幸楽苑 若柴店",,"幸楽苑 若柴店",,,,,,04-7135-2230,7
992,"樺苓屋",,"樺苓屋",,,,,,04-7138-5058,7
993,"アフタヌーンティー・ティールーム 柏高島屋店",,"アフタヌーンティー・ティールーム 柏高島屋店",,,,,,04-7147-9827,7
994,"ぼんたぼんた 柏マルイ店",,"ぼんたぼんた 柏マルイ店",,,,,,04-7136-2811,7
